COMPLEXID,SEGMENTID,the_geom,SAFTYPE,SOS,PLACEID,FACI_DOM,BIN,BOROUGH,CREATED,MODIFIED,FACILITY_T,SOURCE,B7SC,PRI_ADD,NAME
0,179357,-73.81678346994171 40.78815244048363,N,2,1031297,8,0,4,04/13/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,40074101,0,14 AV OV BELT CROSS ISL PKWY
0,91318,-73.82615714925024 40.759793469864405,N,1,1031312,8,0,4,04/13/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,40078101,0,UNION ST OVER LIRR PORT WASH BR
0,91681,-73.81611636010126 40.76254832987148,N,2,1031316,8,0,4,04/13/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,42319006,0,149 ST BR OVR LIRR PORT WASH BR
0,75558,-73.90009437988503 40.743127348304334,N,1,1031323,8,0,4,04/13/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,41374004,0,65 STREET OVER LIRR
0,74443,-73.89208418942773 40.742917689833284,N,1,1031341,8,0,4,04/13/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,40078201,0,WOODSIDE AVE OVER CSX TRANSPORT
0,257136,-73.84692456827754 40.67036293740125,N,2,1031365,8,0,4,04/13/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,45871340,0,WHITELAW ST PEDESTRIAN
0,304455,-73.93118460874322 40.714284752256745,N,2,1006964,8,0,3,07/28/2011 12:00:00 AM +0000,12/27/2016 12:00:00 AM +0000,6,OTHER,36053004,0,METROPOLITAN AVENUE
0,150259,-73.92637826650677 40.82048017668885,N,1,1031488,8,0,2,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,20067901,0,GND CNCSE OV METRO N HDSN LINE
0,194756,-74.15703294978515 40.63386360065345,N,2,1031583,8,0,5,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,50037201,0,DE HART AVE OVER B&O RAILRD
427,21100,-73.99894475023616 40.649171999742244,N,1,1031733,8,0,3,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,30065501,0,7 AVENUE OVER NYCT YARD
0,17662,-74.02602928082112 40.64029905046202,N,1,1031739,8,0,3,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,30063801,0,2 AVENUE OVER LIRR BAY RIDGE
0,231282,-74.04081905162191 40.63011094869236,N,1,1031762,8,0,3,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,37016514,0,SHORE PKWY GREENWAY-80 ST PED
0,121371,-73.96208283008812 40.62900379007517,N,1,1031764,8,0,3,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,37016510,0,15 ST FOOTBRIDGE
0,26677,-73.97441486921457 40.627605399967955,N,2,1031769,8,0,3,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,30079101,0,EAST    3 ST OVER LIRR BAY RIDGE
0,20032,-73.99596006011926 40.624335399887755,N,1,1031780,8,0,3,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,30658003,0,15 AVE BR OVR LIRR NYCT SEABCH
0,160982,-74.03563055054612 40.61066225946751,N,1,1031792,8,0,3,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,30064901,0,4 AVENUE OVER BELT SHORE PKWY
0,160861,-74.01912188974434 40.603739510700166,N,2,1031797,8,0,3,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,30066001,0,BAY    8 ST OVER BELT SHORE PKWY
0,161481,-74.01175731417418 40.60170197019225,N,1,1031799,8,0,3,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,37016509,0,17 AV PEDESTRIAN
0,19346,-73.9798086906056 40.60100174043656,N,1,1031800,8,0,3,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,30066701,0,AVENUE S OVER NYCT SEA BEACH
0,232702,-73.99171480106999 40.5876587179724,N,1,1031807,8,0,3,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,37016523,0,27 AV PEDESTRIAN
0,191114,-73.98571395982323 40.58148618014492,N,1,1031822,8,0,3,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,33063009,0,CROPSEY AVENUE BRIDGE NB RB
0,157501,-73.98598633024964 40.58139084002016,N,2,1031823,8,0,3,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,33063008,0,CROPSEY AVENUE BRIDGE SB RB
34,142343,-73.98246961982039 40.78895757034853,N,2,1031157,8,0,1,04/12/2018 12:00:00 AM +0000,04/13/2018 12:00:00 AM +0000,6,DCP,10098601,0,H HUDSON PKWY OVR RIVERSIDE PRK
0,155996,-73.83664365296013 40.76263658211576,N,1,19965,8,0,4,03/15/2008 12:00:00 AM +0000,04/09/2018 12:00:00 AM +0000,6,DCP,45779013,0,FLUSHING
0,295143,-73.934275932126 40.82800203010809,N,1,1026940,8,0,1,10/23/2015 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DoITT,19794002,0,MACOMBS DAM BRIDGE PEDESTRIAN
0,34676,-73.97503616182371 40.71881021363687,N,1,1031159,8,0,1,04/12/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,10099601,0,HOUSTON STREET OVER FDR DRIVE
444,262688,-73.97382425891792 40.766922576796944,N,1,1031119,8,0,1,04/12/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,10097401,0,E   62 ST PED BRDGE OVER THE PND
401,241778,-73.93149397004032 40.84419199998088,N,2,1031153,8,0,1,04/12/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,11095502,0,HRD RAMP TO GWB OVER HRD SB
0,297504,-73.92706544578265 40.846495617972934,N,2,933,8,0,2,05/14/2009 12:00:00 AM +0000,07/28/2017 12:00:00 AM +0000,6,DoITT,29820001,0,WASHINGTON
0,297515,-73.92688313430749 40.846433626541994,N,2,1026966,8,0,2,10/23/2015 12:00:00 AM +0000,07/28/2017 12:00:00 AM +0000,6,DoITT,29820004,0,WASHINGTON BR PED AND BIKE
0,175147,-73.90398559933529 40.767996680611695,N,2,1031253,8,0,4,04/13/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,40055701,0,47 ST OVER GRAND CNTRL PARKWAY
0,175132,-73.90697699923383 40.768657900164555,N,1,1031255,8,0,4,04/13/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,40055501,0,44 ST OVER GRAND CNTRL PARKWAY
0,295140,-73.93356569314234 40.81958142887044,N,1,1026910,8,0,1,10/21/2015 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,OTHER,19775004,0,145 ST BRIDGE PED AND BIKE
0,241749,-73.933127752929 40.80738730455513,N,2,1026929,8,0,1,10/23/2015 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DoITT,19771002,0,3 AV BRIDGE PED AND BIKE
0,179468,-73.80239925854023 40.786084227728004,N,1,1031292,8,0,4,04/13/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,40074301,0,160 ST BR OV BELT CROSS IS PKWY
0,295141,-73.93314181020845 40.819480548636434,N,2,609,8,0,1,05/14/2009 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DoITT,19775001,0,145
0,174036,-73.92798170799749 40.84211032740364,N,1,19956,8,0,2,03/15/2008 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,23980301,0,HIGH
0,179375,-73.81603416066326 40.78788882683826,N,1,1031296,8,0,4,04/13/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,42319005,0,149 ST BR OV BELT CROSS IS PKWY
453,227219,-73.83737458381803 40.74518153118957,N,2,1031377,8,0,4,04/13/2018 12:00:00 AM +0000,04/15/2019 12:00:00 AM +0000,6,DCP,40062301,0,FLSHG MDW PK RD OV STRM N OF LIE
0,140063,-73.92946799599785 40.845657680171804,N,1,935,8,0,1,05/14/2009 12:00:00 AM +0000,12/27/2011 12:00:00 AM +0000,6,DoITT,19700001,0,ALEXANDER HAMILTON
0,243777,-73.94586892313326 40.771909959440066,N,1,1031041,8,0,1,04/12/2018 12:00:00 AM +0000,04/18/2019 12:00:00 AM +0000,6,DCP,11256003,0,PRMND OV FDR BT E 81 E 90TH ST
0,69404,-73.93236490031313 40.819507905087455,N,1,603,8,0,2,05/14/2009 12:00:00 AM +0000,10/21/2015 12:00:00 AM +0000,6,DoITT,29830001,0,145 STREET
0,9014211,-73.99934233022464 40.70804305317223,N,1,617,8,0,1,05/14/2009 12:00:00 AM +0000,04/07/2015 12:00:00 AM +0000,6,DoITT,19778001,0,BROOKLYN
0,262102,-73.93212917315464 40.81947961779269,N,1,1026911,8,0,2,10/21/2015 12:00:00 AM +0000,,6,OTHER,29830007,0,145 ST BRIDGE PED AND BIKE
0,158838,-73.95808568715634 40.75841793372374,N,1,1026896,8,0,1,10/16/2015 12:00:00 AM +0000,,6,OTHER,19792003,0,ED KOCH QUEENSBORO BR LOWER RDWY
0,179608,-73.82558759629337 40.838127752827646,N,1,1026967,8,0,2,10/23/2015 12:00:00 AM +0000,,6,DoITT,29810011,0,WATERBURY-BAISLEY AVE PED
0,175792,-73.87419920569045 40.824178673759825,N,2,1026958,8,0,2,10/23/2015 12:00:00 AM +0000,,6,DoITT,29810017,0,STRATFORD AVE PEDESTRIAN
0,186325,-73.97638285803387 40.651396184467885,N,2,1026939,8,0,3,10/23/2015 12:00:00 AM +0000,,6,DoITT,37016505,0,GREENWOOD AVE PEDESTRIAN
15,258838,-73.9279960868633 40.804070080748154,N,1,1026971,8,0,2,10/23/2015 12:00:00 AM +0000,,6,DoITT,21003003,0,WILLIS AVENUE BRIDGE BIKE
0,180525,-73.7803456920204 40.74257477266046,N,1,1026960,8,0,4,10/23/2015 12:00:00 AM +0000,,6,DoITT,45871318,0,UNDERHILL AVENUE PEDESTRIAN
0,240170,-73.93241052072209 40.81411596327961,N,2,1026943,8,0,2,10/23/2015 12:00:00 AM +0000,,6,DoITT,29827007,0,MADISON AV BRDG PED & BIKE
0,258890,-73.9436631315316 40.76247271951925,N,1,1026956,8,0,4,10/23/2015 12:00:00 AM +0000,,6,DoITT,49736003,0,ROOSEVELT IS BR PED & BIKE
0,235753,-73.95280277517563 40.7390999377796,N,2,1026951,8,0,3,10/23/2015 12:00:00 AM +0000,,6,DoITT,39740004,0,PULASKI BRIDGE BIKE
0,235756,-73.95269137184688 40.739426565836666,N,1,1026952,8,0,4,10/23/2015 12:00:00 AM +0000,,6,DoITT,49712004,0,PULASKI BRIDGE BIKE
0,241864,-73.92889625864403 40.80091499526733,N,2,1026954,8,0,1,10/23/2015 12:00:00 AM +0000,,6,DoITT,19772008,0,RFK BRIDGE PED AND BIKE
0,267315,-73.92261177027989 40.85942950137238,N,2,1026936,8,0,1,10/23/2015 12:00:00 AM +0000,,6,DoITT,19751038,0,DYCKMAN HOUSES 10 AVE PED
0,26181,-73.94938260751648 40.58234917431806,N,2,19960,8,0,3,03/15/2008 12:00:00 AM +0000,,6,DCP,37637001,0,SHEEPSHEAD FOOT
0,262296,-73.99580764005418 40.70062172255626,N,1,1006605,8,0,3,07/15/2011 12:00:00 AM +0000,06/29/2012 12:00:00 AM +0000,6,OTHER,30018801,0,SQUIBB PARK
3599,9023837,-73.91975811272734 40.87362165222583,N,1,1031032,8,0,1,04/12/2018 12:00:00 AM +0000,02/06/2019 12:00:00 AM +0000,6,DCP,10095602,0,INWOOD HILL PED OV HRLM RIV INLT
0,219094,-73.97579761376278 40.798186126897015,N,1,1031184,8,0,1,04/12/2018 12:00:00 AM +0000,04/13/2018 12:00:00 AM +0000,6,DCP,10099201,0,HHP SB OVER RAMP TO W   96 ST
0,142326,-73.97634007734891 40.796043399949305,N,2,1031158,8,0,1,04/12/2018 12:00:00 AM +0000,04/13/2018 12:00:00 AM +0000,6,DCP,10099001,0,HHP NB OVER RAMP TO   96 ST
15,242001,-73.91884070334942 40.799160936165286,N,2,1026953,8,0,2,10/23/2015 12:00:00 AM +0000,,6,DoITT,29832004,0,RFK BRIDGE PED AND BIKE
0,223886,-73.97493980841755 40.79902913535913,N,2,1031110,8,0,1,04/12/2018 12:00:00 AM +0000,04/13/2018 12:00:00 AM +0000,6,DCP,10098801,0,HHP NB OVER RAMP FROM   96 ST
3352,173746,-73.9422593399454 40.85218716976461,N,2,1031010,8,0,1,04/12/2018 12:00:00 AM +0000,04/13/2018 12:00:00 AM +0000,6,DCP,10110201,0,W 181 ST PED BRDGE OVER HHP NB
0,240466,-73.97843974954037 40.71163585027713,N,1,1031066,8,0,1,04/12/2018 12:00:00 AM +0000,04/13/2018 12:00:00 AM +0000,6,DCP,10096801,0,CORLEARS PARK ROAD OVER FDR DRV
0,133086,-73.95583903638837 40.76107411042471,N,1,1031067,8,0,1,04/12/2018 12:00:00 AM +0000,04/13/2018 12:00:00 AM +0000,6,DCP,10107801,0,EAST 64 ST PED BRDGE OVER FDR DR
0,257189,-74.14275939841329 40.641012135009994,N,1,1026931,8,0,5,10/23/2015 12:00:00 AM +0000,,6,DoITT,59700004,0,BAYONNE BR PED AND BIKE
0,195165,-73.95198707143001 40.76526236678691,N,2,1031188,8,0,1,04/12/2018 12:00:00 AM +0000,04/13/2018 12:00:00 AM +0000,6,DCP,10107901,0,EAST 71 ST PED BRDGE OVER FDR DR
0,312361,-73.94831284914379 40.769542526000556,N,1,1031040,8,0,1,04/12/2018 12:00:00 AM +0000,04/13/2018 12:00:00 AM +0000,6,DCP,10108201,0,EAST 78 ST PED BRDGE OVER FDR DR
0,321207,-73.92142850930854 40.85266343021703,N,2,1031565,8,0,2,04/16/2018 12:00:00 AM +0000,01/02/2020 12:00:00 AM +0000,6,DCP,24983002,0,MATTHEWSON RD OVER MCCRACKEN AVE
0,143394,-73.92159246792674 40.87816625834845,N,1,1026892,8,0,2,10/16/2015 12:00:00 AM +0000,,6,OTHER,29831003,0,HENRY HUDSON BRIDGE NB RB
0,138883,-73.95076277848078 40.755244091063574,N,1,1026897,8,0,4,10/16/2015 12:00:00 AM +0000,,6,OTHER,49734003,0,ED KOCH QUEENSBORO BR UPPER RDWY
0,242959,-73.99925104558386 40.70798954999747,N,1,1026932,8,0,1,10/23/2015 12:00:00 AM +0000,,6,DoITT,19778007,0,BROOKLYN BRIDGE PED AND BIKE
0,138891,-73.9580079079661 40.75838361317757,N,1,1026895,8,0,1,10/16/2015 12:00:00 AM +0000,,6,OTHER,19792002,0,ED KOCH QUEENSBORO BR UPPER RDWY
0,259393,-73.91236996499501 40.88658216476513,N,1,1026964,8,0,2,10/23/2015 12:00:00 AM +0000,,6,DoITT,29810022,0,235 ST-W 236 ST PED
0,288068,-73.91536775251994 40.86288246586459,N,2,1026961,8,0,1,10/23/2015 12:00:00 AM +0000,,6,DoITT,19762003,0,UNIV HEIGHTS BR BIKE AND PED
0,241293,-73.91393542379272 40.86228005033905,N,2,1026962,8,0,2,10/23/2015 12:00:00 AM +0000,,6,DoITT,21002503,0,UNIV HEIGHTS BR BIKE AND PED
0,232627,-73.88644479606167 40.57581024535166,N,1,1026948,8,0,3,10/23/2015 12:00:00 AM +0000,,6,DoITT,39708005,0,MARINE PY-GIL HODGES BR BIKE
0,317611,-73.89874855730358 40.604249929153696,N,1,1006924,8,0,3,07/26/2011 12:00:00 AM +0000,03/11/2019 12:00:00 AM +0000,6,OTHER,37703012,0,MILL BASIN
0,317615,-73.89865064691031 40.604663241868444,N,1,1031796,8,0,3,04/16/2018 12:00:00 AM +0000,03/11/2019 12:00:00 AM +0000,6,DCP,37703026,0,BELT SHORE PKWY OVER MILL BASIN
0,158322,-73.98590152410236 40.58144823109271,N,1,16708,8,3415615,3,05/14/2009 12:00:00 AM +0000,04/07/2017 12:00:00 AM +0000,6,DoITT,33063007,0,CROPSEY
3599,238464,-73.92413116209111 40.87648712563077,N,2,1026890,8,0,1,10/16/2015 12:00:00 AM +0000,,6,OTHER,19741002,0,HENRY HUDSON BRIDGE SB RB
0,240425,-73.97465434848654 40.72125569962276,N,2,1026937,8,0,1,10/23/2015 12:00:00 AM +0000,,6,DoITT,19751020,0,EAST    6 ST PED BR OVER FDR DRV
0,177185,-73.8475843699289 40.73909667385634,N,1,1026934,8,0,4,10/23/2015 12:00:00 AM +0000,,6,DoITT,45871313,0,COLONIAL AVE PEDESTRIAN
0,143394,-73.92154984417546 40.878194468344084,N,1,1026891,8,0,2,10/16/2015 12:00:00 AM +0000,,6,OTHER,29831002,0,HENRY HUDSON BRIDGE SB RB
0,295150,-73.93449272624562 40.828035026885935,N,1,9906,8,0,1,05/14/2009 12:00:00 AM +0000,09/25/2017 12:00:00 AM +0000,6,DCP,19794001,0,MACOMBS DAM
450,317182,-73.96481034016745 40.65999080763808,N,1,1031723,8,0,3,04/16/2018 12:00:00 AM +0000,01/04/2019 12:00:00 AM +0000,6,DCP,30084301,0,HILL DR OV PED PTH S BOATHOUSE
445,248656,-73.92950035145736 40.783046726371445,N,1,1007394,8,0,1,08/16/2011 12:00:00 AM +0000,11/08/2017 12:00:00 AM +0000,6,OTHER,19772006,0,WARDS ISLAND ANCHORAGE
0,192606,-73.8487752379357 40.747230396139976,N,2,19966,8,0,4,03/15/2008 12:00:00 AM +0000,,6,DCP,44836501,0,HALL OF SCIENCE
0,31895,-74.00701717096757 40.72463475783338,N,1,567,9,0,1,05/14/2009 12:00:00 AM +0000,11/18/2011 12:00:00 AM +0000,6,DoITT,19743001,0,HOLLAND
0,188216,-73.88514373689752 40.78672808734669,N,2,584,8,0,2,05/14/2009 12:00:00 AM +0000,05/09/2017 12:00:00 AM +0000,6,DoITT,29823001,0,RIKERS IS
0,189271,-73.94269883592102 40.73904190947019,N,2,590,8,0,4,05/14/2009 12:00:00 AM +0000,05/09/2017 12:00:00 AM +0000,6,DoITT,43649002,0,BORDEN
0,141127,-73.79372123642588 40.80223345814468,N,1,728,8,0,2,05/14/2009 12:00:00 AM +0000,05/09/2017 12:00:00 AM +0000,6,DoITT,29816001,0,THROGS NECK
0,270796,-73.9105618086379 40.87402184496571,N,1,1031085,8,0,1,04/20/2018 12:00:00 AM +0000,07/29/2019 12:00:00 AM +0000,6,OTHER,11361006,0,BROADWAY
0,270851,-73.91039004044873 40.87416107964109,N,1,1031185,8,0,2,05/02/2018 12:00:00 AM +0000,07/29/2019 12:00:00 AM +0000,6,OTHER,20070901,0,BWAY BR OVR HARLEM RIV BX BD VEH
0,270851,-73.9103697911947 40.874177839482726,N,1,1034048,8,0,2,07/29/2019 12:00:00 AM +0000,07/29/2019 12:00:00 AM +0000,6,OTHER,21492004,0,BROADWAY
0,270851,-73.91035410110472 40.874188533175946,N,1,1034049,8,0,2,07/29/2019 12:00:00 AM +0000,07/29/2019 12:00:00 AM +0000,6,OTHER,20071001,0,BWAY BR OVR HARLEM RIV BX BD IRT
0,134653,-73.8835129582936 40.57123147087074,N,1,570,8,0,4,05/14/2009 12:00:00 AM +0000,05/09/2017 12:00:00 AM +0000,6,DoITT,49739001,0,MARINE PY-GIL HODGES MEMORIAL
0,65967,-73.94045346824683 40.74082294350688,N,2,593,8,0,4,05/14/2009 12:00:00 AM +0000,05/09/2017 12:00:00 AM +0000,6,DoITT,41069003,0,HUNTERS POINT
0,95433,-73.81593046708394 40.86185743277415,N,2,612,8,0,2,05/14/2009 12:00:00 AM +0000,05/09/2017 12:00:00 AM +0000,6,DoITT,25787003,0,PELHAM
15,190699,-73.91899412536172 40.79905324698294,N,2,719,8,0,2,05/14/2009 12:00:00 AM +0000,05/09/2017 12:00:00 AM +0000,6,DoITT,29832001,0,ROBERT F KENNEDY
0,190793,-73.94196679736764 40.73950320427952,N,1,19958,8,0,4,03/15/2008 12:00:00 AM +0000,05/09/2017 12:00:00 AM +0000,6,DCP,45029037,0,QUEENS MIDTOWN EXPRESSWAY
0,313027,-73.92906431305518 40.72726078863402,N,1,936,8,0,3,05/14/2009 12:00:00 AM +0000,10/18/2018 12:00:00 AM +0000,6,DoITT,39736001,0,KOSCIUSZKO
444,37291,-73.97167508174749 40.77870126250573,N,1,1031094,8,0,1,04/12/2018 12:00:00 AM +0000,10/18/2018 12:00:00 AM +0000,6,DCP,10099701,0,OAK BRIDGE OVER THE LAKE
444,37197,-73.97241420202181 40.778604189631274,N,2,1031194,8,0,1,04/12/2018 12:00:00 AM +0000,10/18/2018 12:00:00 AM +0000,6,DCP,10110301,0,CNTRL PK W DR OV STREAM TO LAKE
444,115262,-73.96927222965952 40.77922879978821,N,2,1031028,8,0,1,04/12/2018 12:00:00 AM +0000,10/18/2018 12:00:00 AM +0000,6,DCP,10072621,0,CTRL PK 79 ST PED BR OVR TRNVS
32,143081,-74.01584220998345 40.702110876118844,N,1,16700,9,0,1,05/14/2009 12:00:00 AM +0000,09/27/2017 12:00:00 AM +0000,6,DoITT,19705001,0,HUGH L CAREY
444,285376,-73.97322876082366 40.779207607861245,N,2,1031029,8,0,1,04/12/2018 12:00:00 AM +0000,10/18/2018 12:00:00 AM +0000,6,DCP,19714003,0,W 77 ENTR OV PD PTH OPP W 77
0,283113,-73.73999760644608 40.63525309279282,N,2,1006913,8,0,4,07/26/2011 12:00:00 AM +0000,10/21/2014 12:00:00 AM +0000,6,OTHER,46081007,0,HOOK CREEK
0,108280,-74.24551170371323 40.51543522694929,N,1,1031588,8,0,5,04/16/2018 12:00:00 AM +0000,01/24/2019 12:00:00 AM +0000,6,DCP,50036901,0,TRACY AVENUE PED BRIDGE OV SIRT
0,154274,-73.96852757728713 40.71249220506745,N,2,16715,8,0,3,05/14/2009 12:00:00 AM +0000,04/27/2018 12:00:00 AM +0000,6,DoITT,39730001,0,WILLIAMSBURG
0,106105,-73.99104464417019 40.76764191980286,N,1,1031191,8,0,1,04/12/2018 12:00:00 AM +0000,01/22/2019 12:00:00 AM +0000,6,DCP,13485003,0,W 54 ST OV AMTRAK 30 ST BRANCH
0,65917,-73.94053201935218 40.73321070267289,N,2,16716,8,0,3,05/14/2009 12:00:00 AM +0000,04/27/2018 12:00:00 AM +0000,6,DoITT,34603003,0,JJ BYRNE MEMORIAL
0,22638,-73.98914461070814 40.6781996973448,N,1,1006910,8,0,3,07/26/2011 12:00:00 AM +0000,04/27/2018 12:00:00 AM +0000,6,OTHER,32483002,0,CARROLL
0,177615,-73.8386900423433 40.75700599076087,N,2,1006928,8,0,4,07/26/2011 12:00:00 AM +0000,10/11/2018 12:00:00 AM +0000,6,OTHER,46109002,0,ROOSEVELT
0,161975,-74.00241358552312 40.68204784596203,N,1,1031681,8,0,3,04/16/2018 12:00:00 AM +0000,10/11/2018 12:00:00 AM +0000,6,DCP,37016518,0,SUMMIT ST PEDESTRIAN
0,152751,-74.19643756392541 40.63552663821848,N,1,19954,8,0,5,03/15/2008 12:00:00 AM +0000,,6,DCP,59703501,0,GOETHALS
0,179228,-73.83274261709064 40.74929524364993,N,2,1008485,8,0,4,09/20/2011 12:00:00 AM +0000,09/20/2011 12:00:00 AM +0000,6,OTHER,43654301,0,BOTANICAL GRDN
0,143391,-73.91828296517288 40.88049657368337,N,1,1031428,8,0,2,04/16/2018 12:00:00 AM +0000,06/18/2018 12:00:00 AM +0000,6,DCP,23922006,0,HENRY HUDSON PKWY OVR KAPPOCK ST
0,177283,-73.8423972385705 40.74149628803932,N,2,19949,8,0,4,03/15/2008 12:00:00 AM +0000,,6,DCP,42799701,0,MEADOW
0,77104,-73.89184632789696 40.77673740399411,N,2,931,8,0,4,05/14/2009 12:00:00 AM +0000,05/13/2011 12:00:00 AM +0000,6,DoITT,49735001,0,RIKERS ISLAND
0,136150,-73.83185289433808 40.80526812065424,N,1,16883,8,0,2,05/14/2009 12:00:00 AM +0000,05/04/2011 12:00:00 AM +0000,6,DoITT,29799001,0,WHITESTONE
0,177353,-73.8364934440449 40.73706625478319,N,2,19952,8,0,4,03/15/2008 12:00:00 AM +0000,,6,DCP,44302601,0,MEADOW
0,129971,-73.92138723059898 40.85251099580625,N,2,1018205,8,0,2,01/18/2013 12:00:00 AM +0000,06/26/2015 12:00:00 AM +0000,6,OTHER,23813501,0,HARLEM RIVER PARK
0,11464,-74.10736618984349 40.580620279916964,N,2,1031610,8,0,5,04/16/2018 12:00:00 AM +0000,10/24/2018 12:00:00 AM +0000,6,DCP,50036601,0,MIDLAND AVENUE OVER SIRT S SHORE
0,146575,-73.8238485910341 40.88771112667512,N,2,19953,8,0,2,03/15/2008 12:00:00 AM +0000,12/06/2011 12:00:00 AM +0000,6,DCP,21382009,0,EASTCHESTER
501,122760,-74.11952593905987 40.62313547510035,N,2,1031111,8,0,5,04/23/2018 12:00:00 AM +0000,,6,OTHER,50037001,0,PED BR S OF BRK LK OV STRM IN PK
444,315159,-73.9709770785094 40.7738136548694,N,2,1031132,9,0,1,04/27/2018 12:00:00 AM +0000,04/27/2018 12:00:00 AM +0000,6,OTHER,10096101,0,BETHESDA
0,174623,-73.90818626097973 40.8936038031789,N,2,1031133,8,0,2,04/27/2018 12:00:00 AM +0000,,6,OTHER,27514005,0,246 ST BRDGE OV H HUDSON PKWY
0,175159,-73.8998711645034 40.7562228625421,N,1,1031134,8,0,4,04/27/2018 12:00:00 AM +0000,05/01/2018 12:00:00 AM +0000,6,OTHER,40077301,0,I-278 SB BQE E LEG OVER BQE NB
0,154274,-73.96860897531987 40.71258222848108,N,2,1031135,8,0,3,04/27/2018 12:00:00 AM +0000,,6,OTHER,39730020,0,WILLIAMSBURG BRIDGE MN BOUND
0,142862,-73.8966130814903 40.62202609202294,N,2,1031136,8,0,3,04/27/2018 12:00:00 AM +0000,,6,OTHER,37703022,0,BELT SHORE PKWY OV PAERDEGT BSN
3960,144842,-73.99378591068276 40.70373038121957,N,2,1031137,8,0,3,04/27/2018 12:00:00 AM +0000,,6,OTHER,39734003,0,BROOKLYN BRIDGE WB RB
0,142114,-73.98849776401566 40.70011906262888,N,2,1031138,8,0,3,04/27/2018 12:00:00 AM +0000,,6,OTHER,30081701,0,BROOKLYN BRIDGE APP OV SANDS ST
444,37193,-73.97178440451849 40.775775398239034,N,2,1002127,8,0,1,08/31/2010 12:00:00 AM +0000,02/27/2018 12:00:00 AM +0000,6,OTHER,10072619,0,CENTRAL PARK BOW BRIDGE
0,22652,-73.98834653891076 40.679490514758896,N,1,1006908,8,0,3,07/26/2011 12:00:00 AM +0000,,6,OTHER,38653002,0,UNION ST
0,39087,-73.94599125830572 40.847143518304556,N,1,1031190,8,0,1,04/12/2018 12:00:00 AM +0000,05/29/2019 12:00:00 AM +0000,6,DCP,19751041,0,WEST 173 STREET PEDESTRIAN
444,300231,-73.95786813947853 40.80001336009142,N,1,1031075,8,0,1,04/12/2018 12:00:00 AM +0000,05/29/2019 12:00:00 AM +0000,6,DCP,19726002,0,W 110 ENTR OVR PD PTH OP W 109
0,140007,-73.94596965934616 40.7530330736488,N,2,1031406,8,0,4,04/13/2018 12:00:00 AM +0000,05/29/2019 12:00:00 AM +0000,6,DCP,40076501,0,59 BR RAMP MNBD 11 ST OVR TRRN
0,262453,-73.94291891381111 40.75143318497574,N,2,1031407,8,0,4,04/13/2018 12:00:00 AM +0000,05/29/2019 12:00:00 AM +0000,6,DCP,40076301,0,59 BR RAMP QNBD TO 21 OV 22
