COMPLEXID,SEGMENTID,the_geom,SAFTYPE,SOS,PLACEID,FACI_DOM,BIN,BOROUGH,CREATED,MODIFIED,FACILITY_T,SOURCE,B7SC,PRI_ADD,NAME
82,70186,-73.9152614024627 40.8126854497558,G,2,7744,3,0,2,05/14/2009 12:00:00 AM +0000,12/17/2012 12:00:00 AM +0000,1,NYCHA,25265501,0,DR BETANCES IV HOUSES
90,9002307,-73.83263083600619 40.8831132201775,X,2,7965,3,2093879,2,05/14/2009 12:00:00 AM +0000,12/18/2012 12:00:00 AM +0000,1,DCP,21384004,5141318,BOSTON SECOR HOUSES BLDG 3
370,9006217,-73.88725245352856 40.82995282103381,X,1,13477,3,2010911,2,05/14/2009 12:00:00 AM +0000,12/10/2019 12:00:00 AM +0000,1,DCP,27645505,2019883,W FARMS ROAD REHAB BLDG 4
0,79619,-73.90397977707897 40.85868657427548,N,1,10235,8,2014235,2,05/14/2009 12:00:00 AM +0000,11/22/2017 12:00:00 AM +0000,11,EMS,20046401,2025440,STA 19(933-1974
249,265965,-73.90988085193683 40.81293673320195,G,2,8091,3,0,2,05/14/2009 12:00:00 AM +0000,12/10/2019 12:00:00 AM +0000,1,NYCHA,25195001,0,MOORE PROJECTS
282,9004506,-73.8275165874224 40.82184276162436,,1,5240,3,2080423,2,05/14/2009 12:00:00 AM +0000,12/10/2019 12:00:00 AM +0000,5,DoITT,,2092081,THROGGS NECK SENIOR CENTER
99,9006520,-73.86970748812504 40.82638846651433,X,2,8737,3,2092790,2,05/14/2009 12:00:00 AM +0000,01/07/2013 12:00:00 AM +0000,1,DCP,21553010,2038389,BRONXDALE HOUSES BUILDING 9
311,9008630,-73.92275424569357 40.846521946096395,X,1,7316,3,2092107,2,05/14/2009 12:00:00 AM +0000,01/07/2013 12:00:00 AM +0000,1,DCP,26381006,2015971,SEDGWICK PROJECTS BUILDING 5
311,158535,-73.92261583455269 40.845910437511975,X,1,8734,3,2092104,2,05/14/2009 12:00:00 AM +0000,01/07/2013 12:00:00 AM +0000,1,DCP,26381007,5142445,SEDGWICK PROJECTS BUILDING 6
96,9004448,-73.87670336611103 40.834806169806484,G,1,17416,3,0,2,05/14/2009 12:00:00 AM +0000,01/07/2013 12:00:00 AM +0000,1,NYCHA,21542201,0,BRONX RIVER HOUSES COMPLEX
99,9004356,-73.87034733854853 40.826701341229246,X,2,13871,3,2092792,2,05/14/2009 12:00:00 AM +0000,01/07/2013 12:00:00 AM +0000,1,DCP,21553009,2038391,BRONXDALE HOUSES BUILDING 8
99,9006519,-73.87010622662139 40.82569734833786,X,2,8540,3,2092788,2,05/14/2009 12:00:00 AM +0000,01/07/2013 12:00:00 AM +0000,1,DCP,21553006,2038387,BRONXDALE HOUSES BUILDING 5
311,158535,-73.92205825709638 40.84631922164521,X,1,7625,3,2092105,2,05/14/2009 12:00:00 AM +0000,01/07/2013 12:00:00 AM +0000,1,DCP,26381005,2015969,SEDGWICK HOUSES BUILDING 4
303,9004168,-73.86795553733111 40.81902087569167,X,2,6429,3,2092698,2,05/14/2009 12:00:00 AM +0000,01/07/2013 12:00:00 AM +0000,1,DCP,26283004,2036026,SACK WERN HOUSES BUILDING 3
303,9004170,-73.86812646785863 40.81967442692686,X,2,7038,3,2092699,2,05/14/2009 12:00:00 AM +0000,01/07/2013 12:00:00 AM +0000,1,DCP,26283003,2036028,SACK WERN PROJECTS BUILDING 2
0,277035,-74.2156636513093 40.50242467239132,,2,6178,11,0,5,05/14/2009 12:00:00 AM +0000,02/06/2019 12:00:00 AM +0000,6,NOAA,,0,RARITAN BAY CHANNEL BUOY 38
0,270921,-73.7956876029931 40.85159987324588,,,16835,11,0,2,05/14/2009 12:00:00 AM +0000,12/04/2012 12:00:00 AM +0000,6,NOAA,,0,CITY ISLAND BUOY 8
0,26535,-73.97588413050917 40.62163121472182,,2,11625,2,3130395,3,05/14/2009 12:00:00 AM +0000,02/06/2019 12:00:00 AM +0000,7,FDNY,,3171603,CON ED MCDONALD AVE
489,17699,-74.02376252989721 40.64825422596134,X,2,9516,3,3378176,3,05/14/2009 12:00:00 AM +0000,02/06/2019 12:00:00 AM +0000,7,DCP,32333203,0,BK WHOLESALE MEAT MKT BLDG 2
0,289966,-73.85903974087606 40.85839820726319,,2,15194,4,2050178,2,05/14/2009 12:00:00 AM +0000,02/06/2019 12:00:00 AM +0000,2,FDNY,,2055251,NEW YORK INST BLIND SCHL
531,93817,-73.80970427861648 40.823404713910676,G,2,7703,2,0,2,05/14/2009 12:00:00 AM +0000,12/05/2012 12:00:00 AM +0000,1,OTHER,,0,EDGEWATER PARK
0,33251,-73.97906957226928 40.72831445790169,,1,16038,1,0,1,05/14/2009 12:00:00 AM +0000,02/06/2019 12:00:00 AM +0000,4,DPR,,0,VAMOS SEMBRAR GARDEN
0,289966,-73.85943185978796 40.85989697133762,,1,5158,2,2097375,2,05/14/2009 12:00:00 AM +0000,02/06/2019 12:00:00 AM +0000,5,DoITT,,2055259,NY INSTITUTE FOR SPECIAL EDUCATION READINESS PROGRAM
140,9004227,-73.92200260237708 40.86091332622338,,1,15923,3,1080032,1,05/14/2009 12:00:00 AM +0000,02/11/2013 12:00:00 AM +0000,5,DoITT,,5143603,DYCKMAN SENIOR CENTER
330,9000946,-73.94154776837031 40.698088809578266,X,2,14574,3,3338600,3,05/14/2009 12:00:00 AM +0000,12/06/2012 12:00:00 AM +0000,1,DCP,38334513,3060734,SUMNER HOUSES BUILDING 12
330,9000954,-73.93905366485956 40.69764993886107,X,2,17681,3,3324730,3,05/14/2009 12:00:00 AM +0000,12/06/2012 12:00:00 AM +0000,1,DCP,38334505,3053247,SUMNER PROJECTS BUILDING 4
0,171274,-73.75208414363917 40.60481409073008,,1,10463,6,4529057,4,05/14/2009 12:00:00 AM +0000,02/06/2019 12:00:00 AM +0000,11,EMS,,5161732,ENGINE 264 ENGINE 328
330,9007432,-73.94037102754282 40.696832261046126,X,1,12929,3,3324732,3,05/14/2009 12:00:00 AM +0000,12/06/2012 12:00:00 AM +0000,1,DCP,38334508,3053251,SUMNER PROJECTS BUILDING 7
330,9006899,-73.93838324142004 40.697047043345925,X,1,8134,3,3324731,3,05/14/2009 12:00:00 AM +0000,12/06/2012 12:00:00 AM +0000,1,DCP,38334506,3053249,SUMNER PROJECTS BUILDING 5
315,9006422,-74.00022078726387 40.71008385639853,X,2,8698,3,1077415,1,05/14/2009 12:00:00 AM +0000,02/26/2013 12:00:00 AM +0000,1,DCP,13060407,1001343,SMITH HOUSES BUILDING 6
0,136849,-73.87015619291348 40.65287310656666,,2,19329,1,3348833,3,05/14/2009 12:00:00 AM +0000,12/06/2012 12:00:00 AM +0000,7,EMS,,5139822,GATEWAY CENTER MALL
0,34611,-73.97903401139713 40.728355281856956,,1,192,12,0,1,05/14/2009 12:00:00 AM +0000,02/06/2019 12:00:00 AM +0000,4,DPR,,0,AVENUE B COMMUNITY GARDEN
330,9000948,-73.94067415595303 40.697968364607085,X,1,6589,3,3324728,3,05/14/2009 12:00:00 AM +0000,12/06/2012 12:00:00 AM +0000,1,DCP,38334516,3312968,SUMNER HOUSES CHILD HEALTH STN
330,9000950,-73.94183490829045 40.69735692211045,X,2,7977,3,3338601,3,05/14/2009 12:00:00 AM +0000,12/06/2012 12:00:00 AM +0000,1,DCP,38334512,3060735,SUMNER HOUSES BUILDING 11
330,9007446,-73.94226310242884 40.69660015218029,X,1,7125,3,3338597,3,05/14/2009 12:00:00 AM +0000,12/06/2012 12:00:00 AM +0000,1,DCP,38334510,3060729,SUMNER PROJECTS BUILDING 9
410,60078,-73.79814270360077 40.70191260050902,X,2,4036,1,4439752,4,05/14/2009 12:00:00 AM +0000,05/23/2013 12:00:00 AM +0000,9,EMS,46871009,239966,YORK COLLEGE ST MONICA'S CHURCH
330,9024112,-73.93942779618709 40.69690893661608,X,1,7460,3,3324733,3,05/14/2009 12:00:00 AM +0000,12/06/2012 12:00:00 AM +0000,1,DCP,38334507,3053252,SUMNER HOUSES BUILDING 6
330,9004261,-73.94044155392535 40.69822998212611,X,2,18528,3,3324728,3,05/14/2009 12:00:00 AM +0000,12/06/2012 12:00:00 AM +0000,1,DCP,38334502,3312967,SUMNER PROJECTS BUILDING 1
330,9000962,-73.94253747648592 40.697972027780644,X,2,17000,3,3338599,3,05/14/2009 12:00:00 AM +0000,12/06/2012 12:00:00 AM +0000,1,DCP,38334514,3312972,SUMNER HOUSES BUILDING 13
0,70557,-73.9079705593338 40.815307692811984,,2,5279,6,2004558,2,05/14/2009 12:00:00 AM +0000,02/06/2019 12:00:00 AM +0000,5,DoITT,,2008603,BRONXWORKS ST JOHN AVE OFFICE
0,59772,-73.76954341822999 40.68711369123364,X,1,948,7,4268835,4,05/14/2009 12:00:00 AM +0000,02/06/2019 12:00:00 AM +0000,4,DoITT,40017102,298225,ROY WILKINS RECREATION CENTER
331,9004140,-73.99746558661984 40.57367653872227,X,2,19812,3,3321770,3,09/15/2008 12:00:00 AM +0000,12/06/2012 12:00:00 AM +0000,1,DCP,31177502,3240402,SURFSIDE GARDENS BUILDING 1
331,9004140,-73.99810292973754 40.57364278660686,X,2,19813,3,3321769,3,09/15/2008 12:00:00 AM +0000,12/06/2012 12:00:00 AM +0000,1,DCP,31177503,3240401,SURFSIDE GARDENS BUILDING 2
330,264722,-73.94310887834845 40.696472731401315,X,1,14593,3,3338596,3,05/14/2009 12:00:00 AM +0000,12/06/2012 12:00:00 AM +0000,1,DCP,38334511,3060727,SUMNER HOUSES BUILDING 10
330,9004270,-73.939710548053 40.69831309898523,X,2,14732,3,3326366,3,05/14/2009 12:00:00 AM +0000,12/06/2012 12:00:00 AM +0000,1,DCP,38334503,3053253,SUMNER PROJECTS BUILDING 2
330,9004278,-73.9386580491882 40.69841683865317,X,2,8177,3,3324729,3,05/14/2009 12:00:00 AM +0000,12/06/2012 12:00:00 AM +0000,1,DCP,38334504,3053244,SUMNER HOUSES BUILDING 3
330,264723,-73.94128077201876 40.696703438049674,X,1,8183,3,3338598,3,05/14/2009 12:00:00 AM +0000,12/06/2012 12:00:00 AM +0000,1,DCP,38334509,3060730,SUMNER PROJECTS BUILDING 8
331,9004143,-73.99791306573388 40.574360708902866,X,2,19814,3,3321771,3,09/15/2008 12:00:00 AM +0000,12/06/2012 12:00:00 AM +0000,1,DCP,31177504,3240404,SURFSIDE GARDENS BUILDING 3
331,9005567,-73.9994108791004 40.57622282809251,X,1,19815,3,3321616,3,09/15/2008 12:00:00 AM +0000,12/06/2012 12:00:00 AM +0000,1,DCP,31177505,5127418,SURFSIDE GARDENS BUILDING 4
331,9005570,-73.99927641722269 40.57699915218867,X,2,19816,3,3321615,3,09/15/2008 12:00:00 AM +0000,12/06/2012 12:00:00 AM +0000,1,DCP,31177506,3238923,SURFSIDE GARDENS BUILDING 5
239,9001403,-73.91795220309244 40.82102075937706,X,2,18482,3,2093919,2,05/14/2009 12:00:00 AM +0000,05/17/2013 12:00:00 AM +0000,1,DCP,25033003,2003807,MELROSE PROJECTS BUILDING 2
112,9006766,-73.95218804302628 40.78928556341218,X,1,6410,3,1082312,1,05/14/2009 12:00:00 AM +0000,02/05/2013 12:00:00 AM +0000,1,DCP,11418003,1040231,CARVER HOUSES BUILDING 2
3599,72786,-73.92018790539629 40.87404141699328,X,2,1178,10,1087776,1,05/14/2009 12:00:00 AM +0000,02/06/2019 12:00:00 AM +0000,4,DPR,11170002,0,INWOOD HILL PARK NATURE CENTER
0,171274,-73.7521770387682 40.604744301676945,,1,10959,3,4529057,4,05/14/2009 12:00:00 AM +0000,02/06/2019 12:00:00 AM +0000,11,EMS,,331424,L 134
489,17699,-74.02258000269647 40.647570476831,,2,19110,2,3255737,3,05/14/2009 12:00:00 AM +0000,02/06/2019 12:00:00 AM +0000,7,NYPD,,5128529,KING SOLOMON FOOD
2245,9004768,-73.94176426722939 40.704719063480496,X,1,13242,3,3071355,3,05/14/2009 12:00:00 AM +0000,09/07/2012 12:00:00 AM +0000,1,DCP,32055006,3093700,BORINQUEN PLAZA I BUILDING 5
0,148465,-73.7733646724898 40.676159853693896,G,1,8893,2,0,4,05/14/2009 12:00:00 AM +0000,04/28/2017 12:00:00 AM +0000,1,NYPD,40027301,0,ROCHDALE VILLAGE
99,9004368,-73.8662310613604 40.825897360210135,X,1,6604,3,2092804,2,05/14/2009 12:00:00 AM +0000,01/08/2013 12:00:00 AM +0000,1,DCP,21553021,2038406,BRONXDALE HOUSES BUILDING 20
2245,9004660,-73.94415442301204 40.704003019833785,X,2,7993,3,3071440,3,05/14/2009 12:00:00 AM +0000,09/07/2012 12:00:00 AM +0000,1,DCP,32055004,3093926,BORINQUEN PLAZA I BUILDING 3
2245,9004771,-73.94205938814635 40.70561717595163,X,2,8393,3,3327973,3,05/14/2009 12:00:00 AM +0000,09/07/2012 12:00:00 AM +0000,1,DCP,32055009,3093695,BORINQUEN PLAZA BUILDING 8
0,107209,-73.89392118601265 40.88277969589008,,,13958,2,2015233,2,05/14/2009 12:00:00 AM +0000,04/08/2013 12:00:00 AM +0000,3,DoITT,,2026796,VAN CORTLANDT LIBRARY
99,9007455,-73.86770586974716 40.82717758596255,X,2,8181,3,2092797,2,05/14/2009 12:00:00 AM +0000,01/08/2013 12:00:00 AM +0000,1,DCP,21553013,2038400,BRONXDALE HOUSES BUILDING 12
91,133355,-73.88186085776307 40.66123554274711,G,2,8491,3,0,3,05/14/2009 12:00:00 AM +0000,09/10/2012 12:00:00 AM +0000,1,NYCHA,32066501,0,BOULEVARD HOUSES
0,155476,-74.1737551715287 40.56611375710427,N,2,6330,5,0,5,05/14/2009 12:00:00 AM +0000,11/01/2019 12:00:00 AM +0000,12,NOAA,50006701,0,RICHMOND CREEK
91,9003271,-73.88049529366631 40.66033247679041,X,2,6242,3,3324278,3,05/14/2009 12:00:00 AM +0000,09/11/2012 12:00:00 AM +0000,1,DCP,32066517,5136769,BOULEVARD HOUSES BUILDING 15
91,9003256,-73.88226110632736 40.659640836847665,X,1,6753,3,3324162,3,05/14/2009 12:00:00 AM +0000,09/11/2012 12:00:00 AM +0000,1,DCP,32066513,3132483,BOULEVARD PROJECTS BUILDING 11
91,9003263,-73.88162264136261 40.66006355149587,,2,16123,3,3324277,3,05/14/2009 12:00:00 AM +0000,09/11/2012 12:00:00 AM +0000,5,DoITT,,5136771,BOULEVARD SENIOR CENTER
91,9003265,-73.88154110976373 40.65986559630143,X,2,12461,3,3324277,3,05/14/2009 12:00:00 AM +0000,09/11/2012 12:00:00 AM +0000,1,DCP,32066515,3132489,BOULEVARD PROJECTS BUILDING 13
91,9003261,-73.88171377355415 40.658824237100035,X,1,8572,3,3324276,3,05/14/2009 12:00:00 AM +0000,09/11/2012 12:00:00 AM +0000,1,DCP,32066514,5136772,BOULEVARD PROJECTS BUILDING 12
91,9003239,-73.879795274115 40.6606095336286,X,2,14598,3,3324274,3,05/14/2009 12:00:00 AM +0000,09/11/2012 12:00:00 AM +0000,1,DCP,32066519,3132486,BOULEVARD HOUSES BUILDING 17
95,9001021,-73.92347777924093 40.6806433155745,X,2,8149,3,3325169,3,05/14/2009 12:00:00 AM +0000,09/13/2012 12:00:00 AM +0000,1,DCP,32104808,3059414,BREVOORT HOUSES BUILDING 7
0,18141,-74.015588844083 40.70570034093992,,1,1034328,9,1087080,1,10/04/2019 12:00:00 AM +0000,11/06/2019 12:00:00 AM +0000,2,OTHER,,5173816,DISTRICT 2 PRE-K CENTER WASHINGTON ST
95,9001053,-73.92442823227088 40.679341342981594,X,1,7374,3,3333515,3,05/14/2009 12:00:00 AM +0000,09/13/2012 12:00:00 AM +0000,1,DCP,32104804,3059425,BREVOORT PROJECTS BUILDING 3
95,9001066,-73.92502765923152 40.67974848106247,X,1,14612,3,3333516,3,05/14/2009 12:00:00 AM +0000,09/13/2012 12:00:00 AM +0000,1,DCP,32104805,5136816,BREVOORT HOUSES BUILDING 4
95,9001050,-73.92252697672312 40.679411688102086,X,1,8688,3,3325154,3,05/14/2009 12:00:00 AM +0000,09/13/2012 12:00:00 AM +0000,1,DCP,32104802,5136812,BREVOORT PROJECTS BUILDING 1
0,107630,-73.77953465980252 40.873529246554,,,6315,11,0,2,05/14/2009 12:00:00 AM +0000,11/01/2019 12:00:00 AM +0000,6,NOAA,,0,TWIN ISLAND BUOY 7
0,109557,-73.90403513113544 40.81818737061815,,2,1034466,2,2122823,2,10/29/2019 12:00:00 AM +0000,11/06/2019 12:00:00 AM +0000,2,OTHER,,5189331,SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL
104,9004513,-73.9214019131201 40.69677775392097,G,2,7882,3,0,3,05/14/2009 12:00:00 AM +0000,09/19/2012 12:00:00 AM +0000,1,NYCHA,31189001,0,BUSHWICK II GROUPS A & C HOUSES
103,9004832,-73.94015783647231 40.70165422109571,X,1,7281,3,3338432,3,05/14/2009 12:00:00 AM +0000,09/19/2012 12:00:00 AM +0000,1,DCP,32401002,3314439,BUSHWICK HOUSES BUILDING 1
103,9004837,-73.94046913203914 40.703453562935636,X,2,7296,3,3338434,3,05/14/2009 12:00:00 AM +0000,09/19/2012 12:00:00 AM +0000,1,DCP,32401011,3094445,BUSHWICK HOUSES COMMUNITY CENTER
32,240596,-74.01552426312078 40.702879386767044,G,1,1512,1,0,1,05/14/2009 12:00:00 AM +0000,05/13/2013 12:00:00 AM +0000,4,DPR,14560701,0,BATTERY PARK
106,9006491,-73.91671677237166 40.696723874604196,G,1,12438,3,0,3,05/14/2009 12:00:00 AM +0000,09/20/2012 12:00:00 AM +0000,1,NYCHA,31190001,0,BUSHWICK II HOUSES CDA (GROUP E
0,44579,-73.92959562488008 40.70238329681935,,1,1034312,13,3071962,3,10/03/2019 12:00:00 AM +0000,11/07/2019 12:00:00 AM +0000,2,OTHER,,3095115,ALTERNATE LEARNING CENTER BROOKLYN CHOICES
3179,78521,-73.89706683553234 40.84174222410102,,2,3454,1,0,2,05/14/2009 12:00:00 AM +0000,04/28/2017 12:00:00 AM +0000,4,EMS,,0,CROTONA BALLFLD #3
3179,78502,-73.89788737369084 40.84056028906995,,2,17203,7,2114529,2,05/14/2009 12:00:00 AM +0000,04/28/2017 12:00:00 AM +0000,4,DoITT,,9201192,CROTONA PARK RECREATION CENTER
522,32572,-73.99511670782964 40.729072600387155,,2,7344,7,1080098,1,05/14/2009 12:00:00 AM +0000,11/08/2019 12:00:00 AM +0000,2,DoITT,,1011176,NEW YORK UNIVERSITY 19 W 4 ST
0,8916,-74.14464652631001 40.62281744900914,,2,10516,2,5107210,5,05/14/2009 12:00:00 AM +0000,11/08/2019 12:00:00 AM +0000,2,DOE,,5037128,IS 51 NR WILLOW RD
99,9004405,-73.86461335029027 40.82767010336418,X,2,17632,3,2102921,2,05/14/2009 12:00:00 AM +0000,01/08/2013 12:00:00 AM +0000,1,DCP,21553025,5127390,BRONXDALE HOUSES BUILDING 24
99,9004372,-73.86535315226102 40.826036917530885,X,1,8378,3,2092805,2,05/14/2009 12:00:00 AM +0000,01/08/2013 12:00:00 AM +0000,1,DCP,21553022,2038407,SOTOMAYOR HOUSES BUILDING 21
99,9004411,-73.86362215306403 40.82684345158355,X,2,8319,3,2092810,2,05/14/2009 12:00:00 AM +0000,01/08/2013 12:00:00 AM +0000,1,DCP,21553027,2038415,BRONXDALE HOUSES BUILDING 26
0,21054,-73.99893203512808 40.63659040290129,,1,1030068,14,3398120,3,07/13/2017 12:00:00 AM +0000,11/07/2019 12:00:00 AM +0000,2,OTHER,,10165907,PS 160 ANNEX
206,9006613,-73.94916514528214 40.79968064799101,G,2,8068,3,0,1,05/14/2009 12:00:00 AM +0000,04/28/2017 12:00:00 AM +0000,1,NYCHA,12593901,0,FOSTER PROJECTS COMPLEX
3681,164488,-73.98148869298915 40.71993047741292,X,2,952,7,1081934,1,05/14/2009 12:00:00 AM +0000,11/07/2019 12:00:00 AM +0000,4,DoITT,11166503,9202608,HAMILTON FISH RECREATION CENTER
0,77699,-73.88599344120537 40.81413973093629,N,2,456,9,0,2,05/14/2009 12:00:00 AM +0000,11/07/2019 12:00:00 AM +0000,4,DoITT,21246001,0,HUNTS POINT PLAYGROUND
0,168842,-73.8377048137639 40.65439435910905,N,1,6170,5,0,4,05/14/2009 12:00:00 AM +0000,11/01/2019 12:00:00 AM +0000,12,NOAA,40015801,0,SHELL BANK BASIN
4065,267893,-73.91205924752727 40.78804151922046,X,1,1016960,4,4546859,4,11/09/2012 12:00:00 AM +0000,04/28/2017 12:00:00 AM +0000,13,OTHER,40004926,0,US POWERGEN GENERATING STA 5
532,107678,-73.75127372678828 40.76234620680231,X,1,18546,6,0,4,05/14/2009 12:00:00 AM +0000,11/01/2019 12:00:00 AM +0000,12,DCP,42779501,0,THE ALLEY PARK POND
4065,267893,-73.9137827947423 40.788174204801955,X,2,1016968,4,0,4,11/09/2012 12:00:00 AM +0000,04/28/2017 12:00:00 AM +0000,13,OTHER,40004937,0,US POWERGEN ASTORIA-HELLGATE TNL
413,134594,-73.81610177363758 40.66068548714283,X,2,1027070,4,0,4,11/05/2015 12:00:00 AM +0000,11/01/2019 12:00:00 AM +0000,6,FDNY,40031234,0,JFK BUILDING 227 FUEL PIER A
4073,267836,-73.91112923560732 40.78510290551186,X,1,1017020,4,4546449,4,11/13/2012 12:00:00 AM +0000,04/28/2017 12:00:00 AM +0000,13,OTHER,40006031,0,CON ED CENTRAL FIELD SERVICES
4073,147301,-73.906204453384 40.77983933751349,X,2,1017068,4,0,4,11/14/2012 12:00:00 AM +0000,04/28/2017 12:00:00 AM +0000,13,OTHER,40009105,5173756,CON ED MEGAPLEX MAIN EN
2965,9000730,-73.89500830029608 40.653140884392414,X,2,7825,3,3331301,3,05/14/2009 12:00:00 AM +0000,08/01/2013 12:00:00 AM +0000,1,DCP,32101029,3286402,BREUKELEN HOUSES BUILDING 26
490,111894,-73.99857528538584 40.65382841443682,X,2,9333,6,0,3,05/14/2009 12:00:00 AM +0000,11/01/2019 12:00:00 AM +0000,12,DCP,34613302,0,LAKES IN GREENWOOD CEMETERY
0,254807,-73.94025872723611 40.74814312081617,,1,1034343,10,4005127,4,10/08/2019 12:00:00 AM +0000,11/06/2019 12:00:00 AM +0000,2,OTHER,,6896,PS 384
444,37173,-73.97173642909962 40.773144608943426,,,15055,1,0,1,05/14/2009 12:00:00 AM +0000,01/09/2013 12:00:00 AM +0000,4,DPR,,0,JOHANN CHRISTOPH FREDRICH VON SCHILLER
316,85133,-73.86666042642875 40.81829396019596,X,2,7549,3,2092651,2,05/14/2009 12:00:00 AM +0000,01/09/2013 12:00:00 AM +0000,1,DCP,26512502,2035567,SOUND VIEW PROJECTS BLDG 1
0,168381,-73.8973716593047 40.67632898844107,,2,4552,3,3083276,3,05/14/2009 12:00:00 AM +0000,01/08/2013 12:00:00 AM +0000,5,DoITT,,3111457,ATLANTIC SENIOR CENTER
99,9004387,-73.86556865627206 40.82689743177102,,1,5176,2,2092801,2,05/14/2009 12:00:00 AM +0000,01/08/2013 12:00:00 AM +0000,5,DoITT,,5142448,BRONXDALE NURSERY& KINDERGARTEN
99,9004395,-73.86467723961384 40.82611384958768,X,1,8542,3,2092806,2,05/14/2009 12:00:00 AM +0000,01/08/2013 12:00:00 AM +0000,1,DCP,21553023,2038411,BRONXDALE PROJECTS BUILDING 22
99,9007452,-73.86747975397536 40.82617301630592,X,2,17323,3,2092795,2,05/14/2009 12:00:00 AM +0000,01/08/2013 12:00:00 AM +0000,1,DCP,21553014,2038397,BRONXDALE HOUSES BUILDING 13
99,9004382,-73.86615881891163 40.82730528234633,X,2,12611,3,2092802,2,05/14/2009 12:00:00 AM +0000,01/08/2013 12:00:00 AM +0000,1,DCP,21553018,2038404,BRONXDALE HOUSES BUILDING 17
99,9004400,-73.86375484719154 40.826162132239226,X,1,13489,3,2092811,2,05/14/2009 12:00:00 AM +0000,01/08/2013 12:00:00 AM +0000,1,DCP,21553029,2038416,BRONXDALE HOUSES BUILDING 28
99,9004408,-73.86405452432213 40.82729945146365,X,2,12618,3,2092809,2,05/14/2009 12:00:00 AM +0000,01/08/2013 12:00:00 AM +0000,1,DCP,21553026,2038414,SOTOMAYOR PROJECTS BUILDING 25
99,9004370,-73.86590670455239 40.82636383441466,X,1,6599,3,2092803,2,05/14/2009 12:00:00 AM +0000,01/08/2013 12:00:00 AM +0000,1,DCP,21553020,2038405,BRONXDALE PROJECTS BUILDING 19
99,9004366,-73.86682454835928 40.82595946959212,X,1,7306,3,2092796,2,05/14/2009 12:00:00 AM +0000,01/08/2013 12:00:00 AM +0000,1,DCP,21553015,2038398,BRONXDALE HOUSES BUILDING 14
99,9004398,-73.86428542656415 40.826561636811334,X,1,6224,3,2092808,2,05/14/2009 12:00:00 AM +0000,01/08/2013 12:00:00 AM +0000,1,DCP,21553028,2038413,SOTOMAYOR PROJECTS BUILDING 27
99,9004385,-73.86491729019379 40.827122620183616,X,2,6418,3,2092807,2,05/14/2009 12:00:00 AM +0000,01/08/2013 12:00:00 AM +0000,1,DCP,21553024,2038412,BRONXDALE HOUSES BUILDING 23
4073,267599,-73.89795433535897 40.783422902009164,X,1,1017017,4,0,4,11/13/2012 12:00:00 AM +0000,11/14/2012 12:00:00 AM +0000,13,OTHER,40006013,5139570,CON ED A-12 DOCK
0,295368,-73.97126857458285 40.68858449184568,,2,12155,2,3059051,3,05/14/2009 12:00:00 AM +0000,11/07/2019 12:00:00 AM +0000,2,DOE,,3074954,MS 113
0,34231,-73.97996918241884 40.765009387092064,N,2,13620,3,1023449,1,05/14/2009 12:00:00 AM +0000,01/08/2013 12:00:00 AM +0000,3,NYPD,11412001,1023238,CARNEGIE HALL FOR CONCERTS
0,314086,-73.90865240075735 40.84857377375226,,1,1014738,2,2007902,2,07/16/2012 12:00:00 AM +0000,11/07/2019 12:00:00 AM +0000,2,DOE,,5130885,YOUNG WOMENS LEADERSHIP SCHOOL OF THE BRONX
0,35693,-73.94293740031365 40.73598215523928,N,2,8802,5,0,3,05/14/2009 12:00:00 AM +0000,11/01/2019 12:00:00 AM +0000,12,NOAA,30098001,0,NEWTOWN CREEK
0,54320,-73.83077062268698 40.650625714915854,N,1,6171,5,0,4,05/14/2009 12:00:00 AM +0000,11/01/2019 12:00:00 AM +0000,12,NOAA,40011701,0,HAWTREE BASIN
0,80594,-73.87916420719043 40.88090490319584,,1,14549,1,2096400,2,05/14/2009 12:00:00 AM +0000,04/25/2017 12:00:00 AM +0000,10,DoITT,,2030024,CHILDRENS HOSPITAL AT MONTEFIORE
0,163078,-73.97483066462519 40.580473168501854,,2,18859,10,3416065,3,05/14/2009 12:00:00 AM +0000,04/25/2017 12:00:00 AM +0000,11,NYPD,,5149076,TRANSIT CW VANDALS TASK FORCE
457,110816,-74.12423635821918 40.582885060699425,G,2,17440,1,0,5,05/14/2009 12:00:00 AM +0000,04/25/2017 12:00:00 AM +0000,4,DPR,51131501,0,HIGH ROCK PARK
365,9000010,-73.93425995431998 40.845104249155256,G,1,8288,3,0,1,05/14/2009 12:00:00 AM +0000,04/25/2017 12:00:00 AM +0000,1,NYCHA,11133001,0,WASHINGTON HEIGHTS REHABS IV D
444,37066,-73.9778130586848 40.772182824137076,N,2,836,1,1085773,1,05/14/2009 12:00:00 AM +0000,01/09/2013 12:00:00 AM +0000,4,DPR,13222001,0,TAVERN ON THE GREEN
316,9006459,-73.86875751919077 40.81801844990973,X,2,13990,3,2092647,2,05/14/2009 12:00:00 AM +0000,01/09/2013 12:00:00 AM +0000,1,DCP,26512504,2035565,SOUND VIEW PROJECTS BLDG 3
316,9007146,-73.86655117213934 40.814960440364906,X,1,6783,3,2092605,2,05/14/2009 12:00:00 AM +0000,01/09/2013 12:00:00 AM +0000,1,DCP,26512514,2034956,SOUND VIEW HOUSES BUILDING 12
